tab_log_data;tab_log_log
"2025-01-28 19:21:09";"{""log"": ""estorno_venda"", ""obs"": ""err"", ""id_venda"": 839, ""id_entidade"": 2}"
"2025-01-28 19:21:17";"{""log"": ""estorno_venda"", ""obs"": ""err"", ""id_venda"": 841, ""id_entidade"": 2}"
"2025-01-28 20:09:07";"{""log"": ""venda_prazo"", ""id_venda"": 846, ""id_entidade"": 1}"
"2025-01-28 20:11:27";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 77.5, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-01-28 20:11:27";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-01-28 20:42:48";"{""log"": ""produto_estoque_del"", ""obs"": ""Ajuste de estoque"", ""qtd"": 1, ""custoun"": 77.5, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-01-29 08:12:59";"{""log"": ""venda_prazo"", ""id_venda"": 848, ""id_entidade"": 2}"
"2025-01-29 10:20:59";"{""log"": ""venda_prazo"", ""id_venda"": 850, ""id_entidade"": 2}"
"2025-01-29 10:39:59";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 852, ""id_entidade"": 2}"
"2025-01-29 11:11:12";"{""log"": ""venda_prazo"", ""id_venda"": 853, ""id_entidade"": 2}"
"2025-01-29 11:12:46";"{""log"": ""venda_prazo"", ""id_venda"": 855, ""id_entidade"": 2}"
"2025-01-29 11:20:54";"{""log"": ""venda_prazo"", ""id_venda"": 724, ""id_entidade"": 2}"
"2025-01-29 11:37:13";"{""log"": ""venda_prazo"", ""id_venda"": 857, ""id_entidade"": 2}"
"2025-01-29 11:43:57";"{""log"": ""venda_prazo"", ""id_venda"": 860, ""id_entidade"": 2}"
"2025-01-29 11:44:27";"{""log"": ""venda_prazo"", ""id_venda"": 861, ""id_entidade"": 2}"
"2025-01-29 15:46:06";"{""log"": ""venda_prazo"", ""id_venda"": 869, ""id_entidade"": 2}"
"2025-01-29 17:22:33";"{""log"": ""estorno_item"", ""id_venda"": 871, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-29 17:23:21";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 872, ""id_entidade"": 2}"
"2025-01-29 17:26:57";"{""log"": ""estorno_venda"", ""obs"": ""erros"", ""id_venda"": 871, ""id_entidade"": 2}"
"2025-01-29 18:34:06";"{""log"": ""venda_prazo"", ""id_venda"": 879, ""id_entidade"": 2}"
"2025-01-29 19:02:59";"{""log"": ""venda_prazo"", ""id_venda"": 880, ""id_entidade"": 2}"
"2025-01-29 19:18:12";"{""log"": ""produto_estoque_secundario_del"", ""obs"": ""Enviado para copagas"", ""qtd"": 8, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-01-29 19:54:50";"{""log"": ""estorno_venda"", ""obs"": ""Devolveu"", ""id_venda"": 846, ""id_entidade"": 1}"
"2025-01-29 19:55:44";"{""log"": ""venda_prazo"", ""id_venda"": 882, ""id_entidade"": 2}"
"2025-01-29 20:11:37";"{""log"": ""venda_prazo"", ""id_venda"": 883, ""id_entidade"": 2}"
"2025-01-29 20:35:41";"{""log"": ""venda_prazo"", ""id_venda"": 884, ""id_entidade"": 1}"
"2025-01-30 11:46:03";"{""log"": ""venda_prazo"", ""id_venda"": 888, ""id_entidade"": 2}"
"2025-01-30 11:46:54";"{""log"": ""venda_prazo"", ""id_venda"": 890, ""id_entidade"": 2}"
"2025-01-30 11:50:42";"{""log"": ""venda_prazo"", ""id_venda"": 893, ""id_entidade"": 2}"
"2025-01-30 13:49:05";"{""log"": ""estorno_item"", ""id_venda"": 898, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-30 15:52:07";"{""log"": ""estorno_venda"", ""obs"": ""foi a dinheiro"", ""id_venda"": 896, ""id_entidade"": 2}"
"2025-01-30 16:16:50";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 904, ""id_entidade"": 2}"
"2025-01-30 19:11:43";"{""log"": ""venda_prazo"", ""id_venda"": 860, ""id_entidade"": 1}"
"2025-01-30 19:14:35";"{""log"": ""venda_prazo"", ""id_venda"": 906, ""id_entidade"": 2}"
"2025-01-30 19:46:48";"{""log"": ""venda_prazo"", ""id_venda"": 907, ""id_entidade"": 2}"
"2025-01-30 19:50:59";"{""log"": ""venda_prazo"", ""id_venda"": 908, ""id_entidade"": 2}"
"2025-01-30 19:52:17";"{""log"": ""venda_prazo"", ""id_venda"": 909, ""id_entidade"": 2}"
"2025-01-30 19:53:16";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 910, ""id_entidade"": 2}"
"2025-01-31 08:15:24";"{""log"": ""limite"", ""valor"": 0, ""id_cliente"": 54, ""id_entidade"": 2}"
"2025-01-31 08:25:50";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 913, ""id_entidade"": 2}"
"2025-01-31 09:13:54";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 915, ""id_entidade"": 2}"
"2025-01-31 10:33:48";"{""log"": ""estorno_venda"", ""obs"": ""cancelou"", ""id_venda"": 917, ""id_entidade"": 2}"
"2025-01-31 10:35:15";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 922, ""id_entidade"": 2}"
"2025-01-31 11:18:57";"{""log"": ""venda_prazo"", ""id_venda"": 929, ""id_entidade"": 2}"
"2025-01-31 11:31:34";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 932, ""id_entidade"": 2}"
"2025-01-31 11:32:01";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 933, ""id_entidade"": 2}"
"2025-01-31 11:36:43";"{""log"": ""limite"", ""valor"": 0, ""id_cliente"": 44, ""id_entidade"": 2}"
"2025-01-31 16:25:36";"{""log"": ""venda_prazo"", ""id_venda"": 945, ""id_entidade"": 2}"
"2025-01-31 16:29:11";"{""log"": ""venda_prazo"", ""id_venda"": 923, ""id_entidade"": 2}"
"2025-01-31 16:29:21";"{""log"": ""venda_prazo"", ""id_venda"": 926, ""id_entidade"": 2}"
"2025-01-31 17:41:16";"{""log"": ""estorno_item"", ""id_venda"": 947, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-31 18:18:51";"{""log"": ""venda_prazo"", ""id_venda"": 924, ""id_entidade"": 2}"
"2025-01-31 18:36:34";"{""log"": ""estorno_item"", ""id_venda"": 949, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-31 18:37:46";"{""log"": ""estorno_venda"", ""obs"": ""ERROS"", ""id_venda"": 949, ""id_entidade"": 2}"
"2025-01-31 18:39:10";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 950, ""id_entidade"": 2}"
"2025-01-31 19:18:58";"{""log"": ""venda_prazo"", ""id_venda"": 955, ""id_entidade"": 1}"
"2025-01-31 19:19:17";"{""log"": ""produto_estoque_secundario_add"", ""obs"": """", ""qtd"": 10, ""id_produto"": 6, ""id_entidade"": 1}"
"2025-01-31 19:22:22";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Comprou do Zé do pasarinho - ferrovelho"", ""qtd"": 5, ""id_produto"": 4, ""id_entidade"": 1}"
"2025-01-31 20:16:39";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 297, ""id_entidade"": 2}"
"2025-01-31 20:27:55";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-01-31 20:27:55";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-01-31 20:27:57";"{""log"": ""venda_prazo"", ""id_venda"": 958, ""id_entidade"": 2}"
"2025-01-31 20:45:01";"{""log"": ""venda_prazo"", ""id_venda"": 959, ""id_entidade"": 2}"
"2025-02-01 10:48:10";"{""log"": ""venda_prazo"", ""id_venda"": 964, ""id_entidade"": 2}"
"2025-02-01 11:53:01";"{""log"": ""venda_prazo"", ""id_venda"": 967, ""id_entidade"": 2}"
"2025-02-01 11:53:21";"{""log"": ""venda_prazo"", ""id_venda"": 968, ""id_entidade"": 2}"
"2025-02-01 11:55:56";"{""log"": ""venda_prazo"", ""id_venda"": 970, ""id_entidade"": 2}"
"2025-02-01 11:59:38";"{""log"": ""venda_prazo"", ""id_venda"": 972, ""id_entidade"": 2}"
"2025-02-01 12:00:01";"{""log"": ""venda_prazo"", ""id_venda"": 973, ""id_entidade"": 2}"
"2025-02-01 12:00:30";"{""log"": ""venda_prazo"", ""id_venda"": 974, ""id_entidade"": 2}"
"2025-02-01 12:04:10";"{""log"": ""venda_prazo"", ""id_venda"": 975, ""id_entidade"": 2}"
"2025-02-01 12:14:46";"{""log"": ""venda_prazo"", ""id_venda"": 977, ""id_entidade"": 2}"
"2025-02-01 12:30:21";"{""log"": ""venda_prazo"", ""id_venda"": 980, ""id_entidade"": 2}"
"2025-02-01 13:16:31";"{""log"": ""estorno_item"", ""id_venda"": 985, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-01 13:17:48";"{""log"": ""venda_prazo"", ""id_venda"": 986, ""id_entidade"": 2}"
"2025-02-01 13:18:06";"{""log"": ""estorno_venda"", ""obs"": ""errado"", ""id_venda"": 985, ""id_entidade"": 2}"
"2025-02-01 13:35:42";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 929, ""id_entidade"": 2}"
"2025-02-01 18:36:57";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 994, ""id_entidade"": 2}"
"2025-02-01 20:13:22";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 987, ""id_entidade"": 2}"
"2025-02-02 08:43:50";"{""log"": ""estorno_item"", ""id_venda"": 1001, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-02 08:49:25";"{""log"": ""estorno_item"", ""id_venda"": 1001, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-02 08:57:41";"{""log"": ""venda_prazo"", ""id_venda"": 1002, ""id_entidade"": 2}"
"2025-02-02 14:15:28";"{""log"": ""venda_prazo"", ""id_venda"": 1012, ""id_entidade"": 2}"
"2025-02-03 09:33:34";"{""log"": ""venda_prazo"", ""id_venda"": 1018, ""id_entidade"": 2}"
"2025-02-03 10:17:55";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1022, ""id_entidade"": 2}"
"2025-02-03 10:36:55";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1021, ""id_entidade"": 2}"
"2025-02-03 11:06:09";"{""log"": ""venda_prazo"", ""id_venda"": 1027, ""id_entidade"": 2}"
"2025-02-03 11:40:14";"{""log"": ""venda_prazo"", ""id_venda"": 1028, ""id_entidade"": 2}"
"2025-02-03 11:42:05";"{""log"": ""venda_prazo"", ""id_venda"": 1031, ""id_entidade"": 2}"
"2025-02-03 12:07:31";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 973, ""id_entidade"": 2}"
"2025-02-03 12:09:05";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 974, ""id_entidade"": 2}"
"2025-02-03 12:27:22";"{""log"": ""venda_prazo"", ""id_venda"": 1034, ""id_entidade"": 2}"
"2025-02-03 12:28:41";"{""log"": ""venda_prazo"", ""id_venda"": 1034, ""id_entidade"": 2}"
"2025-02-03 12:29:22";"{""log"": ""estorno_item"", ""id_venda"": 1036, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-03 12:31:37";"{""log"": ""venda_prazo"", ""id_venda"": 1036, ""id_entidade"": 2}"
"2025-02-03 12:33:10";"{""log"": ""venda_prazo"", ""id_venda"": 1038, ""id_entidade"": 2}"
"2025-02-03 15:48:07";"{""log"": ""estorno_item"", ""id_venda"": 1040, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-03 15:53:09";"{""log"": ""venda_prazo"", ""id_venda"": 1043, ""id_entidade"": 170}"
"2025-02-03 16:50:51";"{""log"": ""venda_prazo"", ""id_venda"": 1044, ""id_entidade"": 2}"
"2025-02-03 16:51:04";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1040, ""id_entidade"": 2}"
"2025-02-03 17:02:16";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1033, ""id_entidade"": 2}"
"2025-02-03 18:05:17";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-03 18:05:17";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-03 19:43:50";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1041, ""id_entidade"": 2}"
"2025-02-03 19:51:18";"{""log"": ""produto_estoque_del"", ""obs"": ""Botijão vazio junto ao cheio"", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-02-04 08:05:02";"{""log"": ""venda_prazo"", ""id_venda"": 1057, ""id_entidade"": 1}"
"2025-02-04 09:12:22";"{""log"": ""venda_prazo"", ""id_venda"": 1058, ""id_entidade"": 2}"
"2025-02-04 09:53:33";"{""log"": ""venda_prazo"", ""id_venda"": 1061, ""id_entidade"": 2}"
"2025-02-04 11:51:33";"{""log"": ""venda_prazo"", ""id_venda"": 1066, ""id_entidade"": 2}"
"2025-02-04 11:55:51";"{""log"": ""venda_prazo"", ""id_venda"": 1057, ""id_entidade"": 1}"
"2025-02-04 11:57:19";"{""log"": ""venda_prazo"", ""id_venda"": 1067, ""id_entidade"": 2}"
"2025-02-04 16:05:00";"{""log"": ""estorno_venda"", ""obs"": ""cancelou por causa da chuva"", ""id_venda"": 1074, ""id_entidade"": 2}"
"2025-02-04 16:11:53";"{""log"": ""estorno_item"", ""id_venda"": 1075, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-04 16:58:04";"{""log"": ""venda_prazo"", ""id_venda"": 1076, ""id_entidade"": 2}"
"2025-02-04 17:46:09";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-04 17:46:09";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-04 18:52:58";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1083, ""id_entidade"": 170}"
"2025-02-04 20:14:21";"{""log"": ""estorno_venda"", ""obs"": ""Foi 115 debito"", ""id_venda"": 1088, ""id_entidade"": 1}"
"2025-02-04 20:16:08";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1081, ""id_entidade"": 170}"
"2025-02-04 20:24:21";"{""log"": ""estorno_venda"", ""obs"": ""Errado"", ""id_venda"": 1093, ""id_entidade"": 1}"
"2025-02-04 20:27:45";"{""log"": ""estorno_venda"", ""obs"": ""Pagamento errado"", ""id_venda"": 1089, ""id_entidade"": 1}"
"2025-02-04 20:36:54";"{""log"": ""estorno_venda"", ""obs"": ""pagamento errado"", ""id_venda"": 1086, ""id_entidade"": 170}"
"2025-02-04 20:42:33";"{""log"": ""estorno_venda"", ""obs"": ""duplicada"", ""id_venda"": 1085, ""id_entidade"": 170}"
"2025-02-05 09:37:46";"{""log"": ""estorno_item"", ""id_venda"": 1099, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-05 09:39:59";"{""log"": ""venda_prazo"", ""id_venda"": 1099, ""id_entidade"": 2}"
"2025-02-05 11:40:05";"{""log"": ""venda_prazo"", ""id_venda"": 1109, ""id_entidade"": 2}"
"2025-02-05 11:42:42";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 972, ""id_entidade"": 2}"
"2025-02-05 11:48:25";"{""log"": ""venda_prazo"", ""id_venda"": 1113, ""id_entidade"": 2}"
"2025-02-05 13:17:15";"{""log"": ""venda_prazo"", ""id_venda"": 1120, ""id_entidade"": 2}"
"2025-02-05 13:20:24";"{""log"": ""estorno_venda"", ""obs"": ""cartao nao passa"", ""id_venda"": 1118, ""id_entidade"": 2}"
"2025-02-05 14:09:51";"{""log"": ""venda_prazo"", ""id_venda"": 1122, ""id_entidade"": 2}"
"2025-02-05 14:57:08";"{""log"": ""venda_prazo"", ""id_venda"": 1124, ""id_entidade"": 2}"
"2025-02-05 14:57:27";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1125, ""id_entidade"": 2}"
"2025-02-05 14:57:50";"{""log"": ""venda_prazo"", ""id_venda"": 1126, ""id_entidade"": 2}"
"2025-02-05 18:25:08";"{""log"": ""venda_prazo"", ""id_venda"": 1134, ""id_entidade"": 2}"
"2025-02-05 18:48:06";"{""log"": ""venda_prazo"", ""id_venda"": 1139, ""id_entidade"": 2}"
"2025-02-05 18:48:23";"{""log"": ""venda_prazo"", ""id_venda"": 1140, ""id_entidade"": 2}"
"2025-02-05 18:48:41";"{""log"": ""venda_prazo"", ""id_venda"": 1141, ""id_entidade"": 2}"
"2025-02-05 19:08:16";"{""log"": ""estorno_item"", ""id_venda"": 1143, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-05 19:13:09";"{""log"": ""venda_prazo"", ""id_venda"": 1143, ""id_entidade"": 2}"
"2025-02-05 19:26:29";"{""log"": ""venda_prazo"", ""id_venda"": 1145, ""id_entidade"": 2}"
"2025-02-05 19:28:19";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1146, ""id_entidade"": 2}"
"2025-02-05 21:49:54";"{""log"": ""produto_estoque_del"", ""obs"": ""Para nete / araujo"", ""qtd"": 1, ""custoun"": 1.43, ""id_produto"": 5, ""id_entidade"": 1}"
"2025-02-06 08:22:30";"{""log"": ""venda_prazo"", ""id_venda"": 1152, ""id_entidade"": 2}"
"2025-02-06 08:47:28";"{""log"": ""venda_prazo"", ""id_venda"": 1109, ""id_entidade"": 2}"
"2025-02-06 10:55:36";"{""log"": ""venda_prazo"", ""id_venda"": 1157, ""id_entidade"": 2}"
"2025-02-06 11:35:35";"{""log"": ""venda_prazo"", ""id_venda"": 1160, ""id_entidade"": 2}"
"2025-02-06 12:38:03";"{""log"": ""venda_prazo"", ""id_venda"": 1163, ""id_entidade"": 2}"
"2025-02-06 13:28:30";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1164, ""id_entidade"": 2}"
"2025-02-06 15:43:34";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1167, ""id_entidade"": 2}"
"2025-02-06 17:03:49";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1170, ""id_entidade"": 2}"
"2025-02-06 17:13:01";"{""log"": ""estorno_venda"", ""obs"": ""errado"", ""id_venda"": 1168, ""id_entidade"": 2}"
"2025-02-06 17:34:02";"{""log"": ""venda_prazo"", ""id_venda"": 1172, ""id_entidade"": 2}"
"2025-02-06 18:55:00";"{""log"": ""venda_prazo"", ""id_venda"": 1177, ""id_entidade"": 2}"
"2025-02-06 19:22:39";"{""log"": ""venda_prazo"", ""id_venda"": 1179, ""id_entidade"": 2}"
"2025-02-07 10:28:23";"{""log"": ""venda_prazo"", ""id_venda"": 1186, ""id_entidade"": 2}"
"2025-02-07 11:45:23";"{""log"": ""venda_prazo"", ""id_venda"": 1192, ""id_entidade"": 2}"
"2025-02-07 11:53:09";"{""log"": ""venda_prazo"", ""id_venda"": 1195, ""id_entidade"": 2}"
"2025-02-07 11:55:53";"{""log"": ""estorno_item"", ""id_venda"": 1197, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-07 11:56:07";"{""log"": ""venda_prazo"", ""id_venda"": 1197, ""id_entidade"": 2}"
"2025-02-07 12:07:43";"{""log"": ""venda_prazo"", ""id_venda"": 1160, ""id_entidade"": 2}"
"2025-02-07 12:11:07";"{""log"": ""venda_prazo"", ""id_venda"": 1201, ""id_entidade"": 2}"
"2025-02-07 12:17:31";"{""log"": ""venda_prazo"", ""id_venda"": 1126, ""id_entidade"": 2}"
"2025-02-07 13:14:08";"{""log"": ""estorno_venda"", ""obs"": ""disse que deu erro no banco"", ""id_venda"": 1205, ""id_entidade"": 2}"
"2025-02-07 13:19:55";"{""log"": ""venda_prazo"", ""id_venda"": 1204, ""id_entidade"": 2}"
"2025-02-07 13:32:18";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1207, ""id_entidade"": 2}"
"2025-02-07 13:34:11";"{""log"": ""venda_prazo"", ""id_venda"": 1160, ""id_entidade"": 2}"
"2025-02-07 13:40:06";"{""log"": ""venda_prazo"", ""id_venda"": 1208, ""id_entidade"": 2}"
"2025-02-07 16:22:57";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1212, ""id_entidade"": 170}"
"2025-02-07 17:33:50";"{""log"": ""venda_prazo"", ""id_venda"": 1218, ""id_entidade"": 170}"
"2025-02-07 17:38:56";"{""log"": ""estorno_item"", ""id_venda"": 1223, ""id_entidade"": 170, ""id_vendaitem"": 1}"
"2025-02-07 17:40:14";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1223, ""id_entidade"": 170}"
"2025-02-07 17:46:33";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1222, ""id_entidade"": 170}"
"2025-02-07 19:56:20";"{""log"": ""produto_estoque_add"", ""obs"": ""retorno de troca"", ""qtd"": 8, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 170}"
"2025-02-07 19:58:19";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 4, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 170}"
"2025-02-07 19:58:19";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 4, ""id_produto"": 1, ""id_entidade"": 170}"
"2025-02-07 20:05:20";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Compra de vasilhame"", ""qtd"": 100, ""id_produto"": 4, ""id_entidade"": 1}"
"2025-02-08 08:06:30";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1227, ""id_entidade"": 2}"
"2025-02-08 09:25:03";"{""log"": ""venda_prazo"", ""id_venda"": 1232, ""id_entidade"": 2}"
"2025-02-08 11:14:36";"{""log"": ""estorno_venda"", ""obs"": ""cliente  cancelou "", ""id_venda"": 1239, ""id_entidade"": 2}"
"2025-02-08 12:06:33";"{""log"": ""venda_prazo"", ""id_venda"": 1244, ""id_entidade"": 2}"
"2025-02-08 12:31:35";"{""log"": ""venda_prazo"", ""id_venda"": 1249, ""id_entidade"": 2}"
"2025-02-08 12:34:13";"{""log"": ""venda_prazo"", ""id_venda"": 1251, ""id_entidade"": 2}"
"2025-02-08 12:47:16";"{""log"": ""venda_prazo"", ""id_venda"": 1255, ""id_entidade"": 2}"
"2025-02-08 13:23:41";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1262, ""id_entidade"": 2}"
"2025-02-08 14:57:50";"{""log"": ""venda_prazo"", ""id_venda"": 1265, ""id_entidade"": 2}"
"2025-02-08 15:13:00";"{""log"": ""estorno_venda"", ""obs"": ""errei o numero"", ""id_venda"": 1266, ""id_entidade"": 170}"
"2025-02-08 17:11:05";"{""log"": ""venda_prazo"", ""id_venda"": 1273, ""id_entidade"": 2}"
"2025-02-08 17:42:33";"{""log"": ""produto_estoque_del"", ""obs"": ""Mercearia subida 120"", ""qtd"": 1, ""custoun"": 1.43, ""id_produto"": 5, ""id_entidade"": 1}"
"2025-02-08 18:47:10";"{""log"": ""venda_prazo"", ""id_venda"": 1275, ""id_entidade"": 2}"
"2025-02-08 18:48:03";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 708, ""id_entidade"": 2}"
"2025-02-09 09:06:47";"{""log"": ""venda_prazo"", ""id_venda"": 1232, ""id_entidade"": 2}"
"2025-02-09 09:50:48";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1277, ""id_entidade"": 2}"
"2025-02-09 09:57:22";"{""log"": ""venda_prazo"", ""id_venda"": 1279, ""id_entidade"": 1}"
"2025-02-09 10:04:27";"{""log"": ""venda_prazo"", ""id_venda"": 1281, ""id_entidade"": 2}"
"2025-02-09 10:41:55";"{""log"": ""venda_prazo"", ""id_venda"": 1283, ""id_entidade"": 2}"
"2025-02-09 10:54:42";"{""log"": ""venda_prazo"", ""id_venda"": 1285, ""id_entidade"": 2}"
"2025-02-09 11:41:44";"{""log"": ""venda_prazo"", ""id_venda"": 1293, ""id_entidade"": 2}"
"2025-02-09 11:46:34";"{""log"": ""venda_prazo"", ""id_venda"": 1294, ""id_entidade"": 2}"
"2025-02-09 12:22:01";"{""log"": ""venda_prazo"", ""id_venda"": 1298, ""id_entidade"": 2}"
"2025-02-09 12:29:48";"{""log"": ""estorno_venda"", ""obs"": ""disse que ja entregaram gas"", ""id_venda"": 1296, ""id_entidade"": 2}"
"2025-02-09 13:26:35";"{""log"": ""venda_prazo"", ""id_venda"": 1302, ""id_entidade"": 2}"
"2025-02-09 14:06:02";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1304, ""id_entidade"": 2}"
"2025-02-09 14:33:52";"{""log"": ""venda_prazo"", ""id_venda"": 1306, ""id_entidade"": 2}"
"2025-02-10 11:22:47";"{""log"": ""venda_prazo"", ""id_venda"": 1309, ""id_entidade"": 2}"
"2025-02-10 11:24:02";"{""log"": ""venda_prazo"", ""id_venda"": 1281, ""id_entidade"": 2}"
"2025-02-10 11:52:00";"{""log"": ""venda_prazo"", ""id_venda"": 1310, ""id_entidade"": 2}"
"2025-02-10 11:58:20";"{""log"": ""venda_prazo"", ""id_venda"": 1314, ""id_entidade"": 2}"
"2025-02-10 13:45:45";"{""log"": ""venda_prazo"", ""id_venda"": 1318, ""id_entidade"": 2}"
"2025-02-10 16:28:42";"{""log"": ""venda_prazo"", ""id_venda"": 1323, ""id_entidade"": 170}"
"2025-02-10 17:47:44";"{""log"": ""venda_prazo"", ""id_venda"": 1327, ""id_entidade"": 170}"
"2025-02-10 18:19:47";"{""log"": ""estorno_item"", ""id_venda"": 1329, ""id_entidade"": 170, ""id_vendaitem"": 1}"
"2025-02-10 18:19:57";"{""log"": ""venda_prazo"", ""id_venda"": 1329, ""id_entidade"": 170}"
"2025-02-10 18:45:08";"{""log"": ""venda_prazo"", ""id_venda"": 1330, ""id_entidade"": 170}"
"2025-02-11 08:15:25";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1335, ""id_entidade"": 170}"
"2025-02-11 08:22:38";"{""log"": ""venda_prazo"", ""id_venda"": 1336, ""id_entidade"": 170}"
"2025-02-11 09:34:30";"{""log"": ""venda_prazo"", ""id_venda"": 1339, ""id_entidade"": 2}"
"2025-02-11 09:51:57";"{""log"": ""estorno_venda"", ""obs"": ""errado"", ""id_venda"": 1340, ""id_entidade"": 2}"
