tab_venda_id_venda;tab_venda_id_vendastatus;tab_venda_id_entidade;tab_venda_id_colaborador;tab_venda_id_caixa;tab_venda_data;tab_venda_frete;tab_venda_valor_servico;tab_venda_obs;tab_venda_mesa;tab_venda_versao
784;5;110;2;;"2025-01-27 13:34:34";0.00;0.00;;;0
785;5;76;2;;"2025-01-27 13:50:52";0.00;0.00;;;0
786;5;137;2;27;"2025-01-27 13:55:19";0.00;0.00;;;0
787;6;250;2;27;"2025-01-27 14:03:25";0.00;0.00;;;0
788;5;250;2;;"2025-01-27 14:03:56";0.00;0.00;;;0
789;1;;2;;"2025-01-27 14:31:31";0.00;0.00;;;0
790;1;;2;;"2025-01-27 15:33:22";0.00;0.00;;;0
791;5;253;2;;"2025-01-27 17:33:08";0.00;0.00;;;0
792;6;253;2;27;"2025-01-27 17:33:36";0.00;0.00;;;0
793;6;253;2;27;"2025-01-27 17:35:05";0.00;0.00;;;0
794;6;243;2;27;"2025-01-27 18:13:40";0.00;0.00;;;0
795;5;243;2;;"2025-01-27 18:15:04";0.00;0.00;;;0
796;5;12;2;;"2025-01-27 18:45:47";0.00;0.00;;;0
797;6;12;2;27;"2025-01-27 18:46:40";0.00;0.00;;;0
798;5;138;2;;"2025-01-27 19:09:40";0.00;0.00;;;0
799;1;;2;;"2025-01-27 19:40:00";0.00;0.00;;;0
800;6;241;2;27;"2025-01-27 19:53:44";0.00;0.00;;;0
801;5;241;2;;"2025-01-27 19:54:28";0.00;0.00;;;0
802;1;;2;;"2025-01-27 20:06:32";0.00;0.00;;;0
803;5;256;2;;"2025-01-28 08:15:01";0.00;0.00;;;0
804;5;306;2;;"2025-01-28 08:20:12";0.00;0.00;;;0
805;6;239;2;28;"2025-01-28 08:44:24";0.00;0.00;;;0
806;5;239;2;;"2025-01-28 08:45:14";0.00;0.00;;;0
807;5;307;2;;"2025-01-28 09:16:42";0.00;0.00;;;0
808;6;237;2;28;"2025-01-28 09:57:28";0.00;0.00;;;0
809;5;237;2;;"2025-01-28 09:58:04";0.00;0.00;;;0
810;5;228;2;;"2025-01-28 10:02:59";0.00;0.00;;;0
811;6;259;2;28;"2025-01-28 10:29:37";0.00;0.00;;;0
812;5;259;2;;"2025-01-28 10:31:23";0.00;0.00;;;0
813;5;229;2;;"2025-01-28 10:37:14";0.00;0.00;;;0
814;5;204;2;;"2025-01-28 10:45:49";0.00;0.00;;;0
815;5;157;2;;"2025-01-28 10:46:25";0.00;0.00;;;0
816;5;192;2;;"2025-01-28 11:11:33";0.00;0.00;;;0
817;5;31;2;28;"2025-01-28 11:22:34";0.00;0.00;;;0
818;5;25;2;;"2025-01-28 11:22:54";0.00;0.00;;;0
819;5;158;2;;"2025-01-28 11:23:26";0.00;0.00;;;0
820;5;308;2;;"2025-01-28 11:26:06";0.00;0.00;;;0
821;6;191;2;28;"2025-01-28 11:36:49";0.00;0.00;;;0
822;5;191;2;;"2025-01-28 11:38:19";0.00;0.00;;;0
823;5;309;2;;"2025-01-28 11:42:38";0.00;0.00;;;0
824;5;121;2;28;"2025-01-28 12:04:16";0.00;0.00;;;0
825;5;81;2;;"2025-01-28 12:55:39";0.00;0.00;;;0
826;5;76;2;;"2025-01-28 13:40:10";0.00;0.00;;;0
827;5;310;2;;"2025-01-28 14:15:45";0.00;0.00;;;0
828;5;268;2;;"2025-01-28 14:36:56";0.00;0.00;;;0
829;6;144;2;28;"2025-01-28 15:16:28";0.00;0.00;;;0
830;5;144;2;;"2025-01-28 15:20:02";0.00;0.00;;;0
831;5;185;2;;"2025-01-28 15:23:14";0.00;0.00;;;0
832;5;156;2;;"2025-01-28 15:25:50";0.00;0.00;;;0
833;6;305;2;28;"2025-01-28 15:45:35";0.00;0.00;;;0
834;6;298;2;28;"2025-01-28 16:06:22";0.00;0.00;;;0
835;6;79;2;28;"2025-01-28 16:09:17";0.00;0.00;;;0
836;5;79;2;;"2025-01-28 16:11:10";0.00;0.00;;;0
837;6;118;2;28;"2025-01-28 18:19:20";0.00;0.00;;;0
838;5;118;2;;"2025-01-28 18:20:13";0.00;0.00;;;0
839;6;185;2;28;"2025-01-28 18:53:32";0.00;0.00;;;0
840;5;185;2;;"2025-01-28 18:54:32";0.00;0.00;;;0
841;6;69;2;28;"2025-01-28 19:02:51";0.00;0.00;;;0
842;5;69;2;;"2025-01-28 19:06:07";0.00;0.00;;;0
843;5;138;2;;"2025-01-28 19:21:34";0.00;0.00;;;0
844;5;40;2;;"2025-01-28 19:48:31";0.00;0.00;;;0
845;5;138;2;;"2025-01-28 19:52:43";0.00;0.00;;;0
846;6;40;1;28;"2025-01-28 20:08:35";0.00;0.00;;;0
847;1;;2;;"2025-01-28 20:09:02";0.00;0.00;;;0
848;5;121;2;29;"2025-01-29 08:12:45";0.00;0.00;;;0
849;5;109;2;;"2025-01-29 08:41:15";0.00;0.00;;;0
850;5;121;2;29;"2025-01-29 10:20:44";0.00;0.00;;;0
851;5;67;2;;"2025-01-29 10:38:51";0.00;0.00;;;0
852;6;67;2;29;"2025-01-29 10:39:39";0.00;0.00;;;0
853;5;31;2;29;"2025-01-29 11:10:26";0.00;0.00;;;0
854;5;25;2;;"2025-01-29 11:11:21";0.00;0.00;;;0
855;5;24;2;;"2025-01-29 11:12:37";0.00;0.00;;;0
856;1;;2;;"2025-01-29 11:13:50";0.00;0.00;;;0
857;5;42;2;29;"2025-01-29 11:36:22";0.00;0.00;;;0
858;5;71;2;;"2025-01-29 11:37:41";0.00;0.00;;;0
859;5;30;2;;"2025-01-29 11:39:59";0.00;0.00;;;0
860;5;223;2;29;"2025-01-29 11:41:58";0.00;0.00;;;0
861;5;72;2;29;"2025-01-29 11:44:17";0.00;0.00;;;0
862;5;302;2;;"2025-01-29 11:44:52";0.00;0.00;;;0
863;5;114;2;;"2025-01-29 11:47:14";0.00;0.00;;;0
864;5;66;2;;"2025-01-29 11:53:09";0.00;0.00;;;0
865;1;;2;;"2025-01-29 13:01:10";0.00;0.00;;;0
866;5;19;2;;"2025-01-29 13:02:28";0.00;0.00;;;0
867;1;;2;;"2025-01-29 13:07:33";0.00;0.00;;;0
868;5;76;2;;"2025-01-29 14:19:56";0.00;0.00;;;0
869;5;121;2;29;"2025-01-29 15:45:58";0.00;0.00;;;0
870;5;58;2;;"2025-01-29 17:00:48";0.00;0.00;;;0
871;2;;2;29;"2025-01-29 17:20:55";0.00;0.00;;;0
872;6;2;2;29;"2025-01-29 17:22:41";0.00;0.00;;;0
873;5;122;2;;"2025-01-29 17:23:26";0.00;0.00;;;0
874;5;312;2;;"2025-01-29 17:59:48";0.00;0.00;;;0
875;1;;2;;"2025-01-29 18:09:09";0.00;0.00;;;0
876;5;138;2;;"2025-01-29 18:10:04";0.00;0.00;;;0
877;5;19;2;;"2025-01-29 18:22:36";0.00;0.00;;;0
878;5;19;2;;"2025-01-29 18:28:58";0.00;0.00;;;0
879;5;313;2;29;"2025-01-29 18:33:42";0.00;0.00;;;0
880;5;121;2;29;"2025-01-29 19:02:47";0.00;0.00;;;0
881;5;314;2;;"2025-01-29 19:24:19";0.00;0.00;;;0
882;5;116;2;29;"2025-01-29 19:55:30";0.00;0.00;;;0
883;5;137;2;30;"2025-01-29 20:10:50";0.00;0.00;;;0
884;5;121;1;;"2025-01-29 20:34:48";0.00;0.00;;;0
885;5;315;2;;"2025-01-30 08:06:45";0.00;0.00;;;0
886;5;208;2;;"2025-01-30 10:34:08";0.00;0.00;;;0
887;5;316;2;;"2025-01-30 11:11:59";0.00;0.00;;;0
888;5;31;2;30;"2025-01-30 11:45:42";0.00;0.00;;;0
889;5;25;2;;"2025-01-30 11:46:08";0.00;0.00;;;0
890;5;158;2;30;"2025-01-30 11:46:38";0.00;0.00;;;0
891;5;30;2;;"2025-01-30 11:47:20";0.00;0.00;;;0
892;5;39;2;;"2025-01-30 11:48:02";0.00;0.00;;;0
893;5;42;2;30;"2025-01-30 11:48:52";0.00;0.00;;;0
894;5;293;2;;"2025-01-30 12:11:01";0.00;0.00;;;0
895;1;;2;;"2025-01-30 12:13:55";0.00;0.00;;;0
896;6;317;2;30;"2025-01-30 13:34:57";0.00;0.00;;;0
897;5;311;2;;"2025-01-30 13:38:58";0.00;0.00;;;0
898;5;79;2;;"2025-01-30 13:48:41";0.00;0.00;;;0
899;5;76;2;;"2025-01-30 13:55:14";0.00;0.00;;;0
900;5;75;2;;"2025-01-30 13:55:49";0.00;0.00;;;0
901;5;138;2;;"2025-01-30 14:02:24";0.00;0.00;;;0
902;5;318;2;;"2025-01-30 15:41:23";0.00;0.00;;;0
903;5;317;2;;"2025-01-30 15:52:55";0.00;0.00;;;0
904;6;50;2;30;"2025-01-30 16:16:35";0.00;0.00;;;0
905;5;215;2;;"2025-01-30 16:16:57";0.00;0.00;;;0
906;5;121;2;30;"2025-01-30 19:14:25";0.00;0.00;;;0
907;5;19;2;;"2025-01-30 19:46:41";0.00;0.00;;;0
908;5;121;2;30;"2025-01-30 19:50:46";0.00;0.00;;;0
909;5;60;2;30;"2025-01-30 19:51:35";0.00;0.00;;;0
910;6;19;2;30;"2025-01-30 19:53:06";0.00;0.00;;;0
911;5;319;2;;"2025-01-31 08:03:16";0.00;0.00;;;0
912;5;54;2;;"2025-01-31 08:10:54";0.00;0.00;;;0
913;6;54;2;31;"2025-01-31 08:11:32";0.00;0.00;;;0
914;5;290;2;;"2025-01-31 08:26:09";0.00;0.00;;;0
915;6;53;2;31;"2025-01-31 09:13:07";0.00;0.00;;;0
916;5;53;2;;"2025-01-31 09:13:40";0.00;0.00;;;0
917;6;320;2;31;"2025-01-31 10:00:23";0.00;0.00;;;0
918;5;321;2;;"2025-01-31 10:06:21";0.00;0.00;;;0
919;5;147;2;;"2025-01-31 10:06:45";0.00;0.00;;;0
920;5;51;2;;"2025-01-31 10:16:19";0.00;0.00;;;0
921;5;148;2;;"2025-01-31 10:21:14";0.00;0.00;;;0
922;6;320;2;31;"2025-01-31 10:34:58";0.00;0.00;;;0
923;5;320;2;;"2025-01-31 10:35:49";0.00;0.00;;;0
924;13;322;2;31;"2025-01-31 10:41:14";0.00;0.00;;;0
925;5;157;2;;"2025-01-31 10:45:53";0.00;0.00;;;0
926;5;48;2;;"2025-01-31 11:02:01";0.00;0.00;;;0
927;5;24;2;;"2025-01-31 11:16:17";0.00;0.00;;;0
928;5;25;2;;"2025-01-31 11:17:08";0.00;0.00;;;0
929;6;31;2;31;"2025-01-31 11:18:38";0.00;0.00;;;0
930;1;;2;;"2025-01-31 11:23:42";0.00;0.00;;;0
931;5;149;2;;"2025-01-31 11:25:23";0.00;0.00;;;0
932;6;290;2;31;"2025-01-31 11:30:29";0.00;0.00;;;0
933;6;90;2;31;"2025-01-31 11:31:42";0.00;0.00;;;0
934;5;71;2;;"2025-01-31 11:33:34";0.00;0.00;;;0
935;5;30;2;;"2025-01-31 11:34:28";0.00;0.00;;;0
936;5;44;2;;"2025-01-31 11:35:16";0.00;0.00;;;0
937;5;157;2;;"2025-01-31 12:54:14";0.00;0.00;;;0
938;5;110;2;;"2025-01-31 13:19:28";0.00;0.00;;;0
939;5;76;2;;"2025-01-31 13:26:53";0.00;0.00;;;0
940;5;5;2;;"2025-01-31 13:53:16";0.00;0.00;;;0
941;5;7;2;;"2025-01-31 13:57:52";0.00;0.00;;;0
942;5;298;2;;"2025-01-31 14:05:02";0.00;0.00;;;0
943;5;23;2;;"2025-01-31 14:05:24";0.00;0.00;;;0
944;5;225;2;;"2025-01-31 14:16:54";0.00;0.00;;;0
945;5;137;2;31;"2025-01-31 16:25:22";0.00;0.00;;;0
946;1;;2;;"2025-01-31 17:34:20";0.00;0.00;;;0
947;1;;2;;"2025-01-31 17:41:08";0.00;0.00;;;0
948;5;75;2;;"2025-01-31 17:41:51";0.00;0.00;;;0
949;2;;2;31;"2025-01-31 18:35:34";0.00;0.00;;;0
950;6;2;2;31;"2025-01-31 18:36:53";0.00;0.00;;;0
951;5;15;2;;"2025-01-31 18:39:17";0.00;0.00;;;0
952;1;;2;;"2025-01-31 18:47:09";0.00;0.00;;;0
953;5;26;2;;"2025-01-31 18:47:42";0.00;0.00;;;0
954;1;;2;;"2025-01-31 18:52:28";0.00;0.00;;;0
955;7;90;1;31;"2025-01-31 19:18:32";0.00;0.00;;;0
956;5;36;2;;"2025-01-31 19:38:13";0.00;0.00;;;0
957;5;157;2;;"2025-01-31 19:43:24";0.00;0.00;;;0
958;5;56;2;32;"2025-01-31 20:23:15";0.00;0.00;;;0
959;5;19;2;;"2025-01-31 20:44:54";0.00;0.00;;;0
960;5;35;2;;"2025-02-01 10:26:37";0.00;0.00;;;0
961;5;157;2;;"2025-02-01 10:31:30";0.00;0.00;;;0
962;5;204;2;;"2025-02-01 10:32:56";0.00;0.00;;;0
963;1;;2;;"2025-02-01 10:35:23";0.00;0.00;;;0
964;13;121;2;32;"2025-02-01 10:47:40";0.00;0.00;;;0
965;1;;2;;"2025-02-01 11:14:38";0.00;0.00;;;0
966;1;;2;;"2025-02-01 11:15:37";0.00;0.00;;;0
967;5;24;2;;"2025-02-01 11:52:50";0.00;0.00;;;0
968;5;25;2;32;"2025-02-01 11:53:04";0.00;0.00;;;0
969;5;158;2;;"2025-02-01 11:53:26";0.00;0.00;;;0
970;5;31;2;32;"2025-02-01 11:55:42";0.00;0.00;;;0
971;5;30;2;;"2025-02-01 11:57:09";0.00;0.00;;;0
972;6;30;2;32;"2025-02-01 11:59:20";0.00;0.00;;;0
973;6;25;2;32;"2025-02-01 11:59:41";0.00;0.00;;;0
974;6;31;2;32;"2025-02-01 12:00:03";0.00;0.00;;;0
975;5;137;2;32;"2025-02-01 12:03:31";0.00;0.00;;;0
976;5;75;2;;"2025-02-01 12:04:17";0.00;0.00;;;0
977;5;42;2;32;"2025-02-01 12:13:17";0.00;0.00;;;0
978;5;30;2;;"2025-02-01 12:14:57";0.00;0.00;;;0
979;5;41;2;;"2025-02-01 12:16:59";0.00;0.00;;;0
980;13;121;2;32;"2025-02-01 12:28:55";0.00;0.00;;;0
981;5;152;2;;"2025-02-01 12:38:27";0.00;0.00;;;0
982;5;184;2;;"2025-02-01 12:53:02";0.00;0.00;;;0
983;1;;2;;"2025-02-01 13:01:18";0.00;0.00;;;0
984;5;271;2;;"2025-02-01 13:02:49";0.00;0.00;;;0
985;2;;2;32;"2025-02-01 13:16:15";0.00;0.00;;;0
986;13;121;2;32;"2025-02-01 13:17:18";0.00;0.00;;;0
987;6;31;2;32;"2025-02-01 13:38:51";0.00;0.00;;;0
988;5;325;2;;"2025-02-01 13:58:12";0.00;0.00;;;0
989;5;198;2;;"2025-02-01 14:01:11";0.00;0.00;;;0
990;5;138;2;;"2025-02-01 15:14:40";0.00;0.00;;;0
991;5;326;2;;"2025-02-01 16:07:52";0.00;0.00;;;0
992;5;139;2;;"2025-02-01 16:13:09";0.00;0.00;;;0
993;5;225;2;;"2025-02-01 16:17:42";0.00;0.00;;;0
994;6;323;2;32;"2025-02-01 18:35:29";0.00;0.00;;;0
995;5;323;2;;"2025-02-01 18:36:39";0.00;0.00;;;0
996;5;157;2;;"2025-02-01 19:07:10";0.00;0.00;;;0
997;1;;2;;"2025-02-01 19:48:02";0.00;0.00;;;0
998;5;31;2;;"2025-02-01 20:13:38";0.00;0.00;;;0
999;5;327;2;;"2025-02-02 08:23:32";0.00;0.00;;;0
1000;5;328;2;;"2025-02-02 08:29:20";0.00;0.00;;;0
1001;5;329;2;;"2025-02-02 08:43:15";0.00;0.00;;;0
1002;5;121;2;33;"2025-02-02 08:57:13";0.00;0.00;;;0
1003;1;;2;;"2025-02-02 10:00:42";0.00;0.00;;;0
1004;1;;2;;"2025-02-02 10:04:47";0.00;0.00;;;0
1005;1;157;2;;"2025-02-02 10:14:13";0.00;0.00;;;0
1006;5;330;2;;"2025-02-02 10:32:41";0.00;0.00;;;0
1007;5;331;2;;"2025-02-02 10:53:47";0.00;0.00;;;0
1008;1;;2;;"2025-02-02 11:25:58";0.00;0.00;;;0
1009;5;332;2;;"2025-02-02 11:39:48";0.00;0.00;;;0
1010;5;333;2;;"2025-02-02 11:59:52";0.00;0.00;;;0
1011;5;334;2;;"2025-02-02 12:55:22";0.00;0.00;;;0
1012;5;121;2;33;"2025-02-02 14:15:11";0.00;0.00;;;0
1013;1;157;2;;"2025-02-02 14:19:07";0.00;0.00;;;0
1014;1;;2;;"2025-02-02 14:29:34";0.00;0.00;;;0
1015;5;1;2;;"2025-02-02 14:39:57";0.00;0.00;;;0
1016;5;19;1;;"2025-02-02 15:44:06";0.00;0.00;;;0
1017;5;304;2;;"2025-02-03 08:32:59";0.00;0.00;;;0
1018;5;137;2;34;"2025-02-03 09:33:12";0.00;0.00;;;0
1019;5;272;2;;"2025-02-03 09:52:30";0.00;0.00;;;0
1020;1;;2;;"2025-02-03 10:00:59";0.00;0.00;;;0
1021;6;280;2;34;"2025-02-03 10:15:40";0.00;0.00;;;0
1022;6;280;2;34;"2025-02-03 10:17:29";0.00;0.00;;;0
1023;5;281;2;;"2025-02-03 10:18:01";0.00;0.00;;;0
1024;5;280;2;;"2025-02-03 10:32:00";0.00;0.00;"-Entregar as 15:00 h ligar antes- ";;0
1025;5;335;2;;"2025-02-03 10:37:08";0.00;0.00;;;0
1026;5;21;2;;"2025-02-03 11:00:57";0.00;0.00;;;0
1027;5;121;2;34;"2025-02-03 11:05:01";0.00;0.00;;;0
1028;5;24;2;34;"2025-02-03 11:40:06";0.00;0.00;;;0
1029;5;25;2;;"2025-02-03 11:40:21";0.00;0.00;;;0
1030;5;30;2;;"2025-02-03 11:41:18";0.00;0.00;;;0
1031;5;31;2;34;"2025-02-03 11:41:56";0.00;0.00;;;0
1032;1;;2;;"2025-02-03 11:45:55";0.00;0.00;;;0
1033;6;198;2;34;"2025-02-03 11:55:50";0.00;0.00;;;0
1034;5;42;2;34;"2025-02-03 12:25:52";0.00;0.00;;;0
1035;5;40;2;;"2025-02-03 12:27:37";0.00;0.00;;;0
1036;5;116;2;;"2025-02-03 12:29:00";0.00;0.00;;;0
1037;5;302;2;;"2025-02-03 12:31:50";0.00;0.00;;;0
1038;5;33;2;34;"2025-02-03 12:32:55";0.00;0.00;;;0
1039;5;290;2;;"2025-02-03 14:03:21";0.00;0.00;;;0
1040;6;270;2;34;"2025-02-03 15:47:41";0.00;0.00;;;0
1041;6;19;170;34;"2025-02-03 15:48:34";0.00;0.00;;;0
1042;5;19;170;;"2025-02-03 15:49:10";0.00;0.00;;;0
1043;5;121;170;34;"2025-02-03 15:52:07";0.00;0.00;;;0
1044;5;121;2;34;"2025-02-03 16:50:41";0.00;0.00;;;0
1045;5;198;2;;"2025-02-03 17:02:32";0.00;0.00;;;0
1046;5;337;2;;"2025-02-03 17:12:21";0.00;0.00;;;0
1047;5;338;1;;"2025-02-03 17:21:10";0.00;0.00;;;0
1048;5;138;2;;"2025-02-03 17:29:40";0.00;0.00;;;0
1049;5;76;2;;"2025-02-03 17:45:25";0.00;0.00;;;0
1050;5;339;2;;"2025-02-03 17:52:15";0.00;0.00;;;0
1051;5;340;2;;"2025-02-03 18:18:58";0.00;0.00;;;0
1052;5;44;2;;"2025-02-03 19:05:33";0.00;0.00;;;0
1053;1;;2;;"2025-02-03 19:22:51";0.00;0.00;;;0
1054;5;194;2;;"2025-02-03 19:30:56";0.00;0.00;;;0
1055;5;138;2;;"2025-02-03 19:52:17";0.00;0.00;;;0
1056;1;;2;;"2025-02-03 19:58:00";0.00;0.00;;;0
1057;13;90;1;35;"2025-02-04 08:04:36";0.00;0.00;;;0
1058;5;121;2;35;"2025-02-04 09:11:22";0.00;0.00;;;0
1059;1;;2;;"2025-02-04 09:36:16";0.00;0.00;;;0
1060;5;342;2;;"2025-02-04 09:52:26";0.00;0.00;;;0
1061;5;60;2;35;"2025-02-04 09:53:17";0.00;0.00;;;0
1062;5;157;2;;"2025-02-04 10:09:24";0.00;0.00;;;0
1063;5;341;2;;"2025-02-04 11:40:05";0.00;0.00;;;0
1064;1;;2;;"2025-02-04 11:43:11";0.00;0.00;;;0
1065;5;25;2;;"2025-02-04 11:50:11";0.00;0.00;;;0
1066;5;158;2;35;"2025-02-04 11:51:21";0.00;0.00;;;0
1067;5;31;2;35;"2025-02-04 11:56:53";0.00;0.00;;;0
1068;5;343;2;;"2025-02-04 12:41:16";0.00;0.00;;;0
1069;5;344;2;;"2025-02-04 12:52:26";0.00;0.00;;;0
1070;5;345;2;;"2025-02-04 13:04:45";0.00;0.00;;;0
1071;5;6;2;;"2025-02-04 13:05:10";0.00;0.00;;;0
1072;5;346;2;;"2025-02-04 13:37:57";0.00;0.00;;;0
1073;1;;2;;"2025-02-04 13:41:07";0.00;0.00;;;0
1074;6;347;2;35;"2025-02-04 15:51:47";0.00;0.00;"Em frente adega ";;0
1075;5;120;2;;"2025-02-04 16:11:39";0.00;0.00;;;0
1076;5;121;2;35;"2025-02-04 16:57:35";0.00;0.00;;;0
1077;5;10;2;;"2025-02-04 16:59:02";0.00;0.00;;;0
1078;5;75;2;;"2025-02-04 17:28:50";0.00;0.00;;;0
1079;5;348;170;;"2025-02-04 18:20:54";0.00;0.00;;;0
1080;5;349;170;;"2025-02-04 18:24:51";0.00;0.00;;;0
1081;6;350;170;36;"2025-02-04 18:36:28";0.00;0.00;;;0
1082;5;350;170;;"2025-02-04 18:36:59";0.00;0.00;;;0
1083;6;194;170;36;"2025-02-04 18:50:46";0.00;0.00;;;0
1084;5;194;170;;"2025-02-04 18:51:12";0.00;0.00;;;0
1085;6;349;170;37;"2025-02-04 19:01:21";0.00;0.00;;;0
1086;6;138;170;37;"2025-02-04 19:05:09";0.00;0.00;;;0
1087;5;351;170;;"2025-02-04 19:20:38";0.00;0.00;;;0
1088;2;;170;36;"2025-02-04 19:22:08";0.00;0.00;;;0
1089;6;157;170;36;"2025-02-04 19:25:19";0.00;0.00;;;0
1090;5;138;170;;"2025-02-04 19:27:25";0.00;0.00;;;0
1091;5;352;170;;"2025-02-04 19:51:34";0.00;0.00;;;0
1092;1;;170;;"2025-02-04 20:14:23";0.00;0.00;;;0
1093;6;138;1;36;"2025-02-04 20:24:14";0.00;0.00;;;0
1094;5;157;170;;"2025-02-04 20:27:52";0.00;0.00;;;0
1095;5;138;170;;"2025-02-04 20:37:07";0.00;0.00;;;0
1096;1;;2;;"2025-02-05 08:10:25";0.00;0.00;;;0
1097;5;109;170;;"2025-02-05 08:55:09";0.00;0.00;;;0
1098;5;76;2;;"2025-02-05 09:26:46";0.00;0.00;;;0
1099;5;137;2;37;"2025-02-05 09:37:35";0.00;0.00;;;0
1100;5;355;2;;"2025-02-05 09:49:00";0.00;0.00;;;0
1101;1;;2;;"2025-02-05 10:12:41";0.00;0.00;;;0
1102;5;356;2;;"2025-02-05 10:13:58";0.00;0.00;;;0
1103;5;353;2;;"2025-02-05 10:15:24";0.00;0.00;;;0
1104;5;311;2;;"2025-02-05 10:43:41";0.00;0.00;;;0
1105;5;25;2;;"2025-02-05 10:52:05";0.00;0.00;;;0
1106;5;74;2;;"2025-02-05 10:52:52";0.00;0.00;;;0
1107;5;110;2;;"2025-02-05 11:14:18";0.00;0.00;;;0
1108;5;358;2;;"2025-02-05 11:28:20";0.00;0.00;;;0
1109;5;42;2;37;"2025-02-05 11:39:34";0.00;0.00;;;0
1110;5;40;2;;"2025-02-05 11:40:29";0.00;0.00;;;0
1111;5;30;2;;"2025-02-05 11:41:54";0.00;0.00;;;0
1112;5;72;2;;"2025-02-05 11:42:57";0.00;0.00;;;0
1113;5;71;2;37;"2025-02-05 11:48:07";0.00;0.00;;;0
1114;5;359;2;;"2025-02-05 11:54:18";0.00;0.00;;;0
1115;5;138;2;;"2025-02-05 12:36:59";0.00;0.00;;;0
1116;5;360;2;;"2025-02-05 12:49:16";0.00;0.00;;;0
1117;5;361;2;;"2025-02-05 12:51:23";0.00;0.00;;;0
1118;6;362;2;37;"2025-02-05 12:52:35";0.00;0.00;;;0
1119;5;363;2;;"2025-02-05 13:02:34";0.00;0.00;;;0
1120;5;121;2;37;"2025-02-05 13:17:06";0.00;0.00;;;0
1121;5;157;2;;"2025-02-05 13:44:01";0.00;0.00;;;0
1122;5;158;2;37;"2025-02-05 14:09:43";0.00;0.00;;;0
1123;5;364;2;;"2025-02-05 14:13:47";0.00;0.00;;;0
1124;5;24;2;37;"2025-02-05 14:56:01";0.00;0.00;;;0
1125;6;25;2;37;"2025-02-05 14:57:16";0.00;0.00;;;0
1126;5;31;2;37;"2025-02-05 14:57:35";0.00;0.00;;;0
1127;1;;2;;"2025-02-05 15:10:43";0.00;0.00;;;0
1128;1;;2;;"2025-02-05 15:55:30";0.00;0.00;;;0
1129;5;76;2;;"2025-02-05 16:18:38";0.00;0.00;;;0
1130;1;;2;;"2025-02-05 16:24:15";0.00;0.00;;;0
1131;1;;2;;"2025-02-05 17:41:27";0.00;0.00;;;0
1132;5;365;2;;"2025-02-05 18:12:12";0.00;0.00;;;0
1133;5;367;2;;"2025-02-05 18:18:51";0.00;0.00;;;0
1134;5;121;2;37;"2025-02-05 18:24:43";0.00;0.00;;;0
1135;1;;2;;"2025-02-05 18:26:44";0.00;0.00;;;0
1136;5;368;2;;"2025-02-05 18:27:41";0.00;0.00;;;0
1137;1;;2;;"2025-02-05 18:29:06";0.00;0.00;;;0
1138;5;157;2;;"2025-02-05 18:40:21";0.00;0.00;;;0
1139;6;25;2;37;"2025-02-05 18:47:51";0.00;0.00;;;0
1140;6;31;2;37;"2025-02-05 18:48:11";0.00;0.00;;;0
1141;6;358;2;37;"2025-02-05 18:48:29";0.00;0.00;;;0
1142;5;157;2;;"2025-02-05 18:56:00";0.00;0.00;;;0
1143;5;85;2;37;"2025-02-05 19:06:29";0.00;0.00;;;0
1144;5;157;2;;"2025-02-05 19:13:47";0.00;0.00;;;0
1145;5;121;2;37;"2025-02-05 19:25:52";0.00;0.00;;;0
1146;6;157;2;37;"2025-02-05 19:27:44";0.00;0.00;;;0
1147;5;369;2;;"2025-02-05 20:03:47";0.00;0.00;;;0
1148;5;138;2;;"2025-02-05 20:05:16";0.00;0.00;;;0
1149;5;110;2;;"2025-02-06 08:12:07";0.00;0.00;;;0
1150;1;;2;;"2025-02-06 08:15:35";0.00;0.00;;;0
1151;1;;2;;"2025-02-06 08:20:03";0.00;0.00;;;0
1152;5;171;2;38;"2025-02-06 08:21:52";0.00;0.00;;;0
1153;5;370;2;;"2025-02-06 10:05:55";0.00;0.00;;;0
1154;1;;2;;"2025-02-06 10:07:38";0.00;0.00;;;0
1155;5;371;1;;"2025-02-06 10:12:06";0.00;0.00;;;0
1156;1;;2;;"2025-02-06 10:42:37";0.00;0.00;;;0
1157;5;24;2;38;"2025-02-06 10:54:55";0.00;0.00;;;0
1158;1;;2;;"2025-02-06 11:16:53";0.00;0.00;;;0
1159;5;372;2;;"2025-02-06 11:31:37";0.00;0.00;;;0
1160;5;117;2;38;"2025-02-06 11:35:18";0.00;0.00;;;0
1161;1;;2;;"2025-02-06 11:42:52";0.00;0.00;;;0
1162;5;38;2;;"2025-02-06 12:36:35";0.00;0.00;;;0
1163;6;38;2;38;"2025-02-06 12:37:53";0.00;0.00;;;0
1164;6;355;2;38;"2025-02-06 13:26:58";0.00;0.00;;;0
1165;5;355;2;;"2025-02-06 13:28:12";0.00;0.00;;;0
1166;5;375;2;;"2025-02-06 15:31:57";0.00;0.00;;;0
1167;6;6;2;38;"2025-02-06 15:42:40";0.00;0.00;;;0
1168;2;;2;38;"2025-02-06 15:52:55";0.00;0.00;;;0
1169;5;376;2;;"2025-02-06 16:09:12";0.00;0.00;;;0
1170;6;270;2;38;"2025-02-06 17:03:37";0.00;0.00;;;0
1171;5;19;2;;"2025-02-06 17:04:00";0.00;0.00;;;0
